"long" "lat"
"773" -54.955894470215 -3.10970782889939
"774" -53.955894470215 -3.10970782889939
"775" -52.955894470215 -3.10970782889939
"776" -50.955894470215 -6.10970782579053
"777" -51.955894470215 -5.10970782679239
"778" -50.955894470215 -5.10970782679239
"779" -51.955894470215 -4.10970782783091
"780" -50.955894470215 -4.10970782783091
"781" -51.955894470215 -3.10970782889939
"782" -50.955894470215 -3.10970782889939
"783" -51.955894470215 -2.10970782999082
"784" -50.955894470215 -2.10970782999082
"785" -51.955894470215 -1.10970783109795
"786" -55.955894470215 -5.10970782679239
"787" -56.955894470215 -4.10970782783091
"788" -55.955894470215 -4.10970782783091
"789" -56.955894470215 -3.10970782889939
"790" -55.955894470215 -3.10970782889939
"791" -56.955894470215 -2.10970782999082
"792" -55.955894470215 -2.10970782999082
"793" -56.955894470215 -1.10970783109795
"794" -55.955894470215 -1.10970783109795
"795" -56.955894470215 -0.109707832213416
"796" -54.955894470215 -2.10970782999082
"797" -53.955894470215 -2.10970782999082
"798" -52.955894470215 -2.10970782999082
"799" -54.955894470215 -1.10970783109795
"800" -53.955894470215 -1.10970783109795
"801" -52.955894470215 -1.10970783109795
"802" -53.955894470215 -0.109707832213417
"803" -52.955894470215 -0.109707832213414
"804" -52.955894470215 0.890292166670283
"805" -53.955894470215 0.890292166670287
"806" -63.955894470215 -11.1097078215356
"807" -62.955894470215 -11.1097078215356
"808" -61.955894470215 -11.1097078215356
"809" -63.955894470215 -10.1097078222691
"810" -62.955894470215 -10.1097078222691
